case_id,user_id,IP_id,BAddress_id,DAddress_id,device_id,amount,team_id,status,product_id,BIN_id
C33982,U12369,IP9673,A5798,A5798,D1629,715.43,T86,S1,P4614,BIN341
C33983,U3684,IP9894,A2168,A2168,D6181,779.604,T162,S3,P3137,BIN611
C33984,U23491,IP8091,A2625,A2625,D6133,758.102,T153,S2,P3071,BIN509
C33985,U5112,IP8432,A6238,A6238,D413,478.509,T18,S2,P3874,BIN540
C33986,U19619,IP6972,A4102,A6960,D9242,721.218,T53,S1,P4506,BIN199
C33987,U20986,IP7826,A2535,A2535,D2279,78.977,T106,S2,P1243,BIN102
C33988,U19489,IP3646,A9977,A836,D334,160.357,T158,S3,P3087,BIN883
C33989,U10277,IP9778,A9430,A9430,D2192,864.658,T130,S2,P3852,BIN499
C33990,U19822,IP8401,A6430,A6430,D7876,733.905,T139,S2,P4906,BIN814
C33991,U17896,IP3864,A7612,A2388,D7922,280.153,T43,S1,P4582,BIN773
C33992,U16748,IP8006,A2527,A2527,D4689,245.712,T66,S2,P472,BIN60
C33993,U6549,IP4514,A5164,A6028,D2223,689.957,T61,S3,P1098,BIN84
C33994,U21526,IP4330,A634,A696,D9092,916.823,T198,S1,P4970,BIN246
C33995,U1152,IP4858,A5788,A8369,D8337,671.026,T62,S3,P2806,BIN54
C33996,U13239,IP8404,A2931,A7169,D9379,39.619,T57,S2,P2952,BIN517
C33997,U9233,IP2021,A3969,A3969,D1480,49.991,T200,S1,P2063,BIN587
C33998,U15143,IP7647,A8856,A8856,D2603,105.841,T184,S3,P868,BIN331
C33999,U11816,IP9013,A277,A277,D3158,823.744,T158,S2,P3754,BIN535
C34000,U187,IP9604,A7730,A7730,D7613,975.181,T87,S3,P2296,BIN382
C34001,U8656,IP6418,A916,A2610,D9674,951.689,T139,S3,P4817,BIN7
C34002,U12893,IP1240,A5109,A5109,D690,413.932,T168,S3,P1517,BIN871
C34003,U8813,IP2596,A4488,A4488,D8930,719.472,T131,S3,P2628,BIN675
C34004,U9531,IP2660,A806,A806,D6819,911.813,T52,S1,P1927,BIN836
C34005,U14482,IP3203,A975,A2768,D2261,792.776,T105,S1,P1783,BIN281
C34006,U23942,IP7543,A6825,A3151,D2367,792.416,T14,S3,P314,BIN244
C34007,U12888,IP9834,A9736,A8566,D3279,987.352,T90,S3,P1437,BIN987
C34008,U14575,IP6618,A7865,A7865,D5376,783.215,T34,S2,P3297,BIN381
C34009,U13237,IP7775,A5532,A6486,D538,591.803,T86,S1,P1146,BIN601
C34010,U16657,IP2356,A9003,A9003,D7408,182.819,T74,S3,P814,BIN101
C34011,U4232,IP5035,A1113,A1113,D8323,693.365,T107,S1,P998,BIN948
C34012,U20818,IP2548,A897,A897,D8365,205.711,T170,S1,P1931,BIN850
C34013,U20983,IP8521,A7597,A7597,D2230,227.002,T107,S3,P384,BIN339
C34014,U23032,IP2669,A3393,A3393,D326,549.597,T118,S1,P1796,BIN933
C34015,U10200,IP9529,A7106,A7106,D6916,332.104,T89,S3,P3315,BIN673
C34016,U6232,IP4409,A2953,A2953,D3522,727.312,T98,S1,P356,BIN240
C34017,U16027,IP4525,A6934,A6934,D9931,512.787,T136,S3,P2888,BIN38
C34018,U13029,IP3503,A6684,A6684,D2258,490.822,T113,S3,P3570,BIN859
C34019,U13553,IP9850,A8644,A8644,D1665,950.016,T156,S1,P2815,BIN801
C34020,U24582,IP9275,A7814,A7814,D9034,105.943,T16,S1,P2886,BIN580
C34021,U2789,IP763,A5319,A5319,D3,123.978,T66,S2,P3725,BIN101
C34022,U8783,IP1985,A1085,A1085,D4304,282.205,T19,S3,P2711,BIN958
C34023,U6359,IP7724,A3647,A3647,D3315,608.383,T167,S2,P758,BIN176
C34024,U21734,IP214,A6184,A6184,D8127,919.505,T61,S3,P1363,BIN97
C34025,U12470,IP1642,A6458,A6458,D5071,33.824,T98,S2,P3386,BIN76
C34026,U20373,IP7744,A7852,A7852,D9355,218.583,T122,S1,P1605,BIN798
C34027,U10268,IP6900,A3886,A3886,D2036,704.335,T39,S3,P3101,BIN598
C34028,U8276,IP8717,A9862,A9862,D1472,102.474,T125,S3,P1539,BIN857
C34029,U13961,IP7164,A4695,A4695,D9150,371.568,T177,S3,P3795,BIN904
C34030,U16127,IP7534,A9356,A5905,D660,841.23,T61,S2,P2342,BIN610
C34031,U5146,IP6641,A1946,A7855,D2451,55.311,T94,S3,P3254,BIN362
C34032,U7209,IP1,A8053,A8053,D7390,445.933,T40,S2,P1683,BIN935
C34033,U14502,IP4646,A1585,A1585,D5614,322.754,T50,S1,P3956,BIN96
C34034,U16237,IP8531,A8077,A8077,D4504,185.04,T150,S1,P1518,BIN733
C34035,U5178,IP6761,A7472,A958,D814,989.847,T71,S3,P2447,BIN360
C34036,U2881,IP3736,A5409,A5409,D1522,979.854,T147,S2,P3439,BIN913
C34037,U23978,IP2930,A9661,A9661,D4685,980.608,T69,S2,P3348,BIN561
C34038,U18798,IP9147,A1576,A1576,D1201,475.815,T11,S1,P3452,BIN526
C34039,U19423,IP4513,A3487,A3487,D652,154.144,T61,S1,P1877,BIN212
C34040,U6849,IP4773,A9732,A9732,D2207,158.597,T197,S3,P4652,BIN152
C34041,U14368,IP5323,A8248,A8248,D8977,872.651,T147,S1,P4581,BIN746
C34042,U7251,IP8403,A910,A2351,D3365,838.467,T23,S3,P4173,BIN938
C34043,U7430,IP9342,A5567,A5567,D1396,126.77,T6,S2,P2421,BIN285
C34044,U2840,IP3319,A8335,A8335,D5145,176.501,T159,S3,P120,BIN875
C34045,U1784,IP2128,A7084,A7084,D2692,197.333,T88,S2,P2904,BIN796
C34046,U22614,IP4893,A6257,A5186,D2855,405.123,T48,S1,P2287,BIN322
C34047,U15018,IP7528,A8894,A8894,D3054,488.833,T60,S3,P4451,BIN489
C34048,U11521,IP1679,A5997,A8846,D1087,382.421,T122,S3,P3774,BIN561
C34049,U12757,IP3560,A9663,A9663,D2553,702.738,T188,S1,P3844,BIN704
C34050,U12809,IP4234,A7539,A7539,D8194,904.624,T119,S3,P498,BIN888
C34051,U486,IP5108,A845,A845,D8816,432.329,T113,S1,P2209,BIN403
C34052,U1384,IP5124,A4163,A4163,D3292,652.02,T18,S2,P4790,BIN516
C34053,U18891,IP9075,A9717,A1532,D6245,526.404,T18,S1,P1663,BIN781
C34054,U19865,IP9479,A9763,A9763,D2334,250.975,T189,S3,P3111,BIN384
C34055,U12555,IP4090,A9630,A9630,D6637,573.802,T23,S3,P4291,BIN657
C34056,U14612,IP7787,A588,A588,D7250,815.489,T56,S2,P541,BIN807
C34057,U9793,IP9715,A1074,A1074,D7250,229.113,T23,S2,P297,BIN339
C34058,U8748,IP2473,A2474,A2474,D6615,835.827,T29,S3,P343,BIN221
C34059,U8123,IP3954,A2739,A2739,D289,203.193,T131,S2,P3992,BIN451
C34060,U1484,IP555,A977,A977,D3818,705.262,T151,S3,P1077,BIN894
C34061,U23211,IP5915,A3219,A3219,D3284,752.865,T156,S3,P192,BIN170
C34062,U4134,IP5338,A213,A213,D523,286.989,T61,S2,P4626,BIN273
C34063,U455,IP7696,A2453,A2453,D169,785.714,T85,S1,P673,BIN791
C34064,U13473,IP6854,A9336,A9336,D8269,160.087,T157,S1,P3054,BIN436
C34065,U13672,IP4435,A2344,A2344,D9250,999.477,T137,S2,P3725,BIN274
C34066,U8445,IP387,A6236,A6236,D8419,169.502,T18,S2,P2374,BIN999
C34067,U6807,IP9275,A9541,A9541,D4235,194.691,T62,S3,P853,BIN296
C34068,U18952,IP3956,A1729,A1729,D2062,367.682,T4,S2,P630,BIN724
C34069,U16496,IP4531,A411,A411,D4617,253.141,T105,S2,P3948,BIN271
C34070,U1103,IP3634,A4823,A4823,D3800,736.62,T145,S1,P1900,BIN404
C34071,U18583,IP7204,A400,A400,D9817,779.742,T107,S2,P419,BIN410
C34072,U1105,IP1966,A8925,A9119,D1101,264.91,T56,S2,P1871,BIN107
C34073,U2964,IP5331,A2789,A8668,D9416,735.842,T8,S2,P1015,BIN144
C34074,U15040,IP1757,A8525,A8525,D8849,132.513,T52,S2,P4240,BIN536
C34075,U22042,IP7262,A7354,A7354,D7810,125.213,T199,S3,P2212,BIN487
C34076,U425,IP25,A7033,A7033,D4170,306.191,T41,S2,P1636,BIN615
C34077,U24586,IP3463,A8427,A8427,D2707,176.901,T103,S3,P2974,BIN252
C34078,U2175,IP4902,A5391,A8719,D2038,590.299,T92,S2,P3658,BIN926
C34079,U3264,IP5795,A6611,A6611,D1730,14.632,T118,S3,P1258,BIN459
C34080,U23955,IP9387,A1619,A1619,D7860,827.567,T24,S2,P758,BIN681
C34081,U9888,IP2434,A5182,A9069,D2251,359.949,T69,S1,P2577,BIN43
C34082,U9725,IP8018,A7837,A7837,D9369,100.348,T18,S1,P3522,BIN375
C34083,U2540,IP3968,A3472,A9952,D5490,943.948,T41,S3,P3075,BIN780
C34084,U10260,IP6064,A50,A50,D9783,388.514,T19,S3,P1539,BIN512
C34085,U5837,IP3001,A6922,A8185,D4411,317.378,T140,S2,P4358,BIN536
C34086,U18968,IP1555,A9174,A942,D5495,659.613,T166,S2,P1052,BIN986
C34087,U15627,IP2403,A9760,A9760,D5384,265.589,T130,S3,P3835,BIN889
C34088,U12964,IP1469,A8828,A8828,D191,926.237,T104,S1,P1271,BIN182
C34089,U23077,IP6832,A8338,A8338,D8830,964.835,T161,S3,P1544,BIN447
C34090,U22270,IP8315,A6026,A3595,D9364,745.951,T7,S3,P1167,BIN193
C34091,U22306,IP5185,A4193,A4193,D3740,877.85,T192,S1,P4600,BIN699
C34092,U21574,IP8137,A7562,A7562,D3174,318.814,T121,S2,P3517,BIN980
C34093,U24417,IP4106,A8009,A8009,D3328,727.489,T190,S1,P273,BIN754
C34094,U8001,IP6982,A4869,A4869,D5337,851.182,T94,S2,P280,BIN794
C34095,U6526,IP1918,A2396,A2396,D3967,263.75,T63,S2,P536,BIN536
C34096,U1226,IP8977,A8847,A8847,D2577,922.123,T8,S1,P1336,BIN866
C34097,U14620,IP9421,A192,A192,D616,913.768,T27,S2,P4183,BIN630
C34098,U11259,IP4455,A8758,A8758,D4779,988.766,T170,S1,P438,BIN698
C34099,U16998,IP6663,A9635,A9635,D9319,496.507,T4,S2,P4768,BIN476
C34100,U2935,IP2775,A3847,A3847,D4453,6.059,T185,S3,P2534,BIN180
C34101,U21365,IP9329,A1080,A1080,D9940,405.84,T106,S2,P699,BIN931
C34102,U21140,IP8470,A5922,A5922,D5002,873.698,T71,S3,P2652,BIN167
C34103,U2479,IP2938,A5980,A5980,D603,822.782,T152,S2,P502,BIN275
C34104,U22905,IP5683,A6632,A6632,D7460,522.05,T43,S3,P4263,BIN877
C34105,U2433,IP9161,A5780,A5780,D3573,500.542,T23,S2,P1242,BIN829
C34106,U12703,IP9222,A5370,A5370,D2154,80.307,T126,S1,P574,BIN808
C34107,U17143,IP4720,A564,A564,D1245,315.292,T155,S1,P4159,BIN956
C34108,U23474,IP8297,A6443,A6443,D4926,574.387,T105,S3,P2983,BIN648
C34109,U22577,IP6395,A8183,A8183,D176,611.471,T6,S3,P1131,BIN776
C34110,U18618,IP3665,A5914,A5914,D2147,854.289,T127,S2,P1986,BIN491
C34111,U3378,IP4370,A8903,A8903,D1700,101.881,T58,S2,P1492,BIN626
C34112,U19288,IP577,A5960,A5960,D7493,29.341,T168,S2,P870,BIN249
C34113,U15219,IP2774,A7048,A7048,D4495,875.81,T89,S3,P1185,BIN701
C34114,U21981,IP9046,A4073,A4073,D9034,428.31,T139,S3,P685,BIN669
C34115,U22070,IP9777,A4798,A4798,D8971,680.961,T18,S3,P3126,BIN292
C34116,U5403,IP2370,A5408,A5408,D3219,181.462,T134,S1,P1263,BIN253
C34117,U4139,IP7610,A8115,A8115,D5604,635.906,T5,S3,P1889,BIN238
C34118,U12692,IP2809,A3217,A3217,D3396,588.151,T80,S2,P430,BIN248
C34119,U13921,IP4653,A6279,A6279,D1212,862.201,T172,S2,P485,BIN304
C34120,U9082,IP5543,A6817,A6817,D2811,72.849,T143,S3,P3626,BIN215
C34121,U8570,IP278,A3897,A3897,D3957,177.938,T69,S2,P2523,BIN822
C34122,U5300,IP4491,A1004,A1004,D4233,18.256,T130,S1,P601,BIN321
C34123,U14653,IP7854,A3216,A3216,D1804,946.598,T120,S2,P2856,BIN508
C34124,U9203,IP4895,A184,A184,D1269,39.573,T80,S1,P2798,BIN933
C34125,U16642,IP759,A9888,A8087,D877,84.866,T6,S3,P1835,BIN702
C34126,U16268,IP1475,A4675,A4675,D6616,391.125,T188,S1,P80,BIN565
C34127,U11995,IP9919,A2802,A2802,D2102,874.469,T18,S1,P1160,BIN391
C34128,U11367,IP8862,A3378,A3378,D3637,348.737,T179,S3,P3019,BIN91
C34129,U11992,IP3289,A8372,A8372,D2807,46.608,T119,S3,P3688,BIN251
C34130,U18114,IP4540,A4090,A4090,D3937,503.864,T48,S3,P1665,BIN38
C34131,U23204,IP7573,A7904,A4031,D7115,187.558,T43,S3,P4122,BIN277
C34132,U17979,IP7835,A655,A655,D1772,319.964,T20,S1,P4340,BIN81
C34133,U1420,IP9657,A8756,A8756,D6622,992.735,T120,S3,P589,BIN497
C34134,U2038,IP1027,A525,A525,D7958,780.662,T31,S1,P4013,BIN443
C34135,U13490,IP9846,A2450,A6300,D3801,822.362,T148,S3,P2658,BIN106
C34136,U15801,IP7383,A426,A426,D1105,157.419,T139,S1,P2537,BIN193
C34137,U17889,IP5492,A6421,A6421,D1621,982.095,T184,S2,P180,BIN440
C34138,U14194,IP3161,A5203,A1452,D2102,344.822,T168,S1,P1714,BIN672
C34139,U18133,IP2700,A7490,A5457,D7362,960.817,T168,S2,P3714,BIN479
C34140,U18749,IP6073,A1511,A1511,D1207,835.645,T17,S1,P3571,BIN695
C34141,U12848,IP5023,A429,A429,D8433,345.602,T118,S3,P4580,BIN578
C34142,U8969,IP6532,A5281,A5281,D3367,458.343,T29,S3,P1587,BIN589
C34143,U24256,IP2525,A1328,A1328,D6941,359.862,T150,S1,P261,BIN365
C34144,U982,IP2722,A8559,A8559,D1633,770.752,T198,S2,P4979,BIN554
C34145,U4779,IP7198,A4130,A4130,D5013,227.98,T197,S1,P4914,BIN994
C34146,U10289,IP9123,A6588,A6588,D6147,561.84,T134,S3,P4730,BIN533
C34147,U12199,IP2777,A7204,A7204,D8487,876.862,T108,S1,P4842,BIN386
C34148,U9657,IP5906,A1510,A7537,D5025,668.68,T169,S1,P4328,BIN649
C34149,U17126,IP8824,A1683,A1683,D5115,801.497,T185,S3,P3509,BIN563
C34150,U14183,IP4348,A1816,A3356,D6813,308.915,T28,S3,P4130,BIN46
C34151,U1180,IP2108,A2450,A2450,D9167,183.669,T34,S1,P4893,BIN602
C34152,U8081,IP9332,A1036,A1036,D2700,923.35,T131,S2,P3980,BIN407
C34153,U18300,IP8407,A7850,A7850,D5240,110.736,T71,S2,P4002,BIN62
C34154,U2576,IP2544,A24,A24,D1398,978.823,T18,S3,P1910,BIN610
C34155,U14468,IP6863,A3689,A6552,D4708,959.054,T139,S1,P4018,BIN541
C34156,U18366,IP287,A1749,A1749,D4105,148.703,T177,S2,P1996,BIN698
C34157,U19191,IP7782,A7984,A114,D1865,713.129,T95,S3,P50,BIN480
C34158,U19580,IP4123,A8363,A8363,D9956,401.496,T63,S1,P3378,BIN25
C34159,U609,IP5538,A3730,A3730,D8297,259.413,T141,S3,P4577,BIN551
C34160,U8122,IP4804,A7618,A7618,D385,947.668,T15,S3,P963,BIN685
C34161,U14772,IP7280,A129,A3076,D1997,54.4,T34,S1,P1406,BIN372
C34162,U12326,IP4137,A9723,A9723,D276,36.725,T116,S1,P2121,BIN186
C34163,U19320,IP7941,A7122,A7122,D7257,75.086,T173,S1,P3188,BIN679
C34164,U23145,IP2394,A9539,A9054,D4087,847.15,T54,S1,P4863,BIN95
C34165,U686,IP4173,A1332,A1966,D6542,732.239,T154,S2,P1892,BIN909
C34166,U8736,IP2418,A663,A663,D470,205.401,T28,S1,P1275,BIN623
C34167,U23586,IP7140,A2981,A2981,D1643,574.218,T134,S1,P2248,BIN943
C34168,U7561,IP5246,A3257,A3257,D1518,353.198,T24,S1,P3920,BIN18
C34169,U3358,IP3452,A5871,A5871,D7826,683.314,T92,S3,P2187,BIN183
C34170,U19498,IP5646,A2411,A2411,D4695,524.399,T48,S2,P1013,BIN149
C34171,U18093,IP8029,A5674,A5674,D7089,918.962,T80,S3,P2137,BIN260
C34172,U24390,IP1656,A6989,A6989,D1676,500.447,T78,S3,P3494,BIN911
C34173,U8138,IP4617,A3955,A3966,D9691,588.402,T137,S3,P1424,BIN375
C34174,U10910,IP7693,A3988,A3988,D8756,494.77,T61,S3,P999,BIN363
C34175,U23624,IP2377,A6218,A6218,D2758,48.873,T108,S3,P567,BIN332
C34176,U18009,IP1091,A1971,A7023,D5788,872.914,T9,S3,P702,BIN976
C34177,U4106,IP8074,A5616,A5616,D1048,723.628,T61,S1,P286,BIN672
C34178,U24178,IP2440,A594,A594,D2651,844.477,T180,S2,P4239,BIN546
C34179,U2229,IP6517,A9839,A9839,D4123,324.625,T197,S1,P2436,BIN445
C34180,U20601,IP8807,A5898,A2055,D4520,5.177,T89,S2,P1426,BIN436
C34181,U11751,IP9994,A6044,A7153,D1489,843.861,T85,S1,P4676,BIN166
C34182,U15229,IP8876,A2260,A2260,D5282,670.929,T74,S3,P327,BIN712
C34183,U23993,IP4542,A8035,A8035,D9412,481.664,T84,S3,P630,BIN505
C34184,U22257,IP1185,A8778,A8778,D5666,276.823,T25,S3,P755,BIN534
C34185,U20412,IP5029,A5385,A5385,D636,631.055,T45,S1,P3067,BIN528
C34186,U7081,IP1739,A7472,A7472,D2477,633.131,T45,S1,P1552,BIN177
C34187,U8010,IP6789,A6695,A6695,D8033,878.172,T145,S1,P448,BIN617
C34188,U24040,IP9100,A3054,A3054,D3766,916.942,T146,S2,P1732,BIN275
C34189,U11483,IP2170,A8174,A8174,D1270,699.738,T58,S2,P2317,BIN960
C34190,U9353,IP2242,A4002,A4002,D3245,466.166,T137,S2,P4706,BIN23
C34191,U22736,IP690,A5370,A5370,D9089,667.606,T26,S2,P2713,BIN177
C34192,U24968,IP5516,A5021,A5021,D4493,464.275,T11,S3,P462,BIN9
C34193,U5684,IP201,A4975,A4975,D9941,149.068,T114,S3,P1061,BIN764
C34194,U16530,IP2453,A4475,A4475,D741,851.235,T73,S1,P4749,BIN295
C34195,U9226,IP8661,A6608,A6608,D8135,126.259,T89,S1,P3166,BIN745
C34196,U7610,IP5256,A2556,A2556,D891,106.431,T153,S2,P256,BIN993
C34197,U23306,IP5685,A1579,A1579,D7805,161.719,T29,S2,P1825,BIN896
C34198,U23205,IP3835,A7343,A7343,D3824,257.361,T52,S1,P3630,BIN556
C34199,U19899,IP5587,A8422,A8422,D782,52.65,T144,S2,P3456,BIN938
C34200,U7663,IP9418,A4947,A4947,D5583,649.352,T87,S3,P3529,BIN942
C34201,U10248,IP8252,A9133,A9133,D8682,228.52,T164,S1,P2625,BIN32
C34202,U15631,IP5110,A4915,A4915,D2268,692.251,T7,S3,P3711,BIN695
C34203,U20387,IP6674,A7440,A504,D2418,841.156,T39,S1,P1893,BIN209
C34204,U5681,IP4269,A4237,A4237,D2917,463.941,T139,S1,P2561,BIN428
C34205,U9824,IP5070,A1960,A1960,D989,138.036,T117,S3,P1133,BIN3
C34206,U14564,IP7144,A8794,A8794,D3712,461.654,T115,S1,P210,BIN528
C34207,U7681,IP4981,A5027,A1369,D4383,563.1,T117,S3,P116,BIN650
C34208,U13892,IP4620,A3888,A3888,D7697,649.51,T159,S3,P4085,BIN685
C34209,U772,IP8778,A8527,A8527,D5122,9.394,T187,S3,P4479,BIN943
C34210,U4560,IP2852,A9706,A9706,D3248,894.903,T18,S1,P1017,BIN755
C34211,U4313,IP6773,A3792,A3792,D8241,138.545,T64,S2,P52,BIN889
C34212,U22874,IP4655,A9815,A9815,D2605,849.337,T142,S1,P2912,BIN36
C34213,U643,IP968,A4967,A4967,D8099,286.351,T24,S2,P345,BIN111
C34214,U14602,IP8282,A3041,A3583,D7178,736.066,T103,S1,P25,BIN343
C34215,U20491,IP1963,A7274,A7274,D1456,495.29,T112,S1,P3801,BIN757
C34216,U21702,IP4978,A893,A893,D4732,576.308,T8,S1,P1421,BIN657
C34217,U751,IP6294,A9917,A9917,D2836,794.154,T61,S2,P314,BIN176
C34218,U14173,IP6964,A3653,A3520,D931,321.438,T195,S3,P1877,BIN217
C34219,U9210,IP6433,A1314,A1314,D9752,409.021,T96,S3,P2627,BIN622
C34220,U11069,IP3258,A848,A848,D2728,662.214,T46,S3,P4823,BIN880
C34221,U4168,IP702,A4031,A4031,D305,669.876,T1,S3,P4358,BIN659
C34222,U7672,IP3373,A3466,A3466,D7378,951.795,T195,S3,P1630,BIN448
C34223,U23124,IP2724,A1654,A9333,D3683,574.297,T116,S3,P4817,BIN216
C34224,U16801,IP7248,A1171,A4166,D9985,459.864,T58,S2,P1548,BIN531
C34225,U6839,IP938,A7440,A7440,D8991,220.903,T175,S2,P941,BIN388
C34226,U23365,IP2935,A3260,A3260,D5860,884.044,T129,S2,P2377,BIN785
C34227,U16573,IP5746,A8636,A8636,D9560,358.893,T88,S2,P1013,BIN337
C34228,U6123,IP3205,A5118,A5118,D6034,710.737,T43,S2,P3977,BIN124
C34229,U18724,IP1474,A3719,A3719,D7572,545.817,T93,S3,P464,BIN24
C34230,U917,IP5387,A5627,A5627,D4136,169.574,T158,S2,P2341,BIN476
C34231,U21546,IP494,A6525,A6525,D7766,582.208,T165,S3,P4528,BIN993
C34232,U11025,IP9752,A6185,A6185,D7833,591.397,T78,S1,P1998,BIN815
C34233,U17054,IP9327,A9437,A9437,D3546,54.328,T95,S2,P681,BIN194
C34234,U8887,IP5497,A9568,A9568,D5134,187.711,T150,S1,P257,BIN799
C34235,U12512,IP9527,A1944,A1944,D4692,629.739,T120,S2,P3297,BIN479
C34236,U22064,IP7114,A532,A532,D4996,289.418,T162,S1,P573,BIN152
C34237,U7170,IP6843,A4256,A4256,D2639,845.984,T76,S3,P1267,BIN284
C34238,U20521,IP148,A8427,A8427,D7931,82.318,T198,S3,P4144,BIN614
C34239,U11977,IP8943,A3188,A3188,D8083,171.226,T101,S2,P4368,BIN355
C34240,U7006,IP4282,A1756,A1756,D8199,620.99,T140,S1,P2540,BIN593
C34241,U13154,IP7455,A7723,A7723,D1292,313.125,T98,S3,P956,BIN740
C34242,U17541,IP3650,A1960,A1960,D7673,458.631,T54,S2,P3732,BIN582
C34243,U1363,IP2962,A9755,A9755,D9389,773.822,T115,S2,P1231,BIN520
C34244,U6758,IP2168,A8140,A8140,D7936,615.832,T34,S3,P4402,BIN662
C34245,U5416,IP9665,A5392,A5392,D7221,176.162,T163,S1,P4501,BIN544
C34246,U2656,IP3730,A192,A192,D2313,659.96,T123,S1,P849,BIN358
C34247,U15291,IP8843,A9364,A9364,D884,743.644,T109,S2,P3912,BIN386
C34248,U16158,IP9106,A7032,A7032,D1628,692.432,T174,S3,P742,BIN388
C34249,U20704,IP76,A8715,A8715,D1145,654.389,T71,S3,P3287,BIN638
C34250,U6961,IP9129,A1444,A7991,D4966,638.903,T173,S2,P80,BIN222
C34251,U11658,IP5855,A7911,A7911,D9776,576.307,T51,S3,P1426,BIN670
C34252,U19313,IP6130,A8387,A8387,D658,50.988,T43,S3,P2185,BIN368
C34253,U16496,IP7134,A275,A275,D6119,384.571,T178,S1,P2567,BIN231
C34254,U3454,IP5991,A9392,A9392,D9470,956.176,T104,S1,P3861,BIN98
C34255,U24910,IP4277,A6354,A6354,D6307,535.448,T196,S3,P1133,BIN467
C34256,U18363,IP3412,A9657,A9657,D5356,154.766,T129,S3,P2557,BIN406
C34257,U1636,IP3462,A8340,A8340,D9601,215.173,T104,S3,P154,BIN283
C34258,U7421,IP4290,A4369,A4369,D3270,716.134,T120,S2,P1985,BIN868
C34259,U826,IP2996,A7357,A7357,D7927,982.904,T27,S1,P4530,BIN95
C34260,U20707,IP5935,A7177,A7177,D5154,743.9,T115,S2,P3004,BIN154
C34261,U23113,IP6116,A2495,A2495,D7377,37.511,T170,S3,P899,BIN1000
C34262,U8568,IP7440,A2227,A2227,D6181,304.435,T193,S3,P161,BIN192
C34263,U2695,IP7181,A3674,A2465,D7020,265.11,T153,S3,P4255,BIN637
C34264,U7992,IP6055,A5019,A5019,D3194,628.92,T13,S1,P4344,BIN636
C34265,U15323,IP963,A5129,A5129,D7770,348.188,T175,S2,P3432,BIN812
C34266,U13347,IP7908,A59,A59,D5739,653.231,T170,S2,P886,BIN819
C34267,U21204,IP702,A9709,A9709,D5396,141.35,T190,S1,P2410,BIN249
C34268,U411,IP2928,A871,A871,D9512,636.553,T28,S3,P3851,BIN806
C34269,U7817,IP9414,A1957,A1957,D9176,344.043,T75,S2,P455,BIN138
C34270,U4126,IP9197,A1801,A3184,D9873,375.549,T175,S2,P2387,BIN467
C34271,U13549,IP1517,A7463,A7463,D4761,994.805,T45,S3,P835,BIN87
C34272,U2129,IP3952,A9899,A9899,D4601,477.523,T97,S2,P4024,BIN552
C34273,U15460,IP3279,A8414,A8414,D3913,952.346,T158,S3,P1347,BIN246
C34274,U19486,IP9844,A8341,A8341,D5471,509.441,T100,S2,P2804,BIN975
C34275,U16218,IP2060,A8189,A8189,D8727,294.891,T160,S3,P4617,BIN121
C34276,U18006,IP1375,A1815,A1115,D5614,959.294,T155,S1,P3604,BIN676
C34277,U1224,IP6148,A7758,A7758,D6605,369.268,T91,S2,P945,BIN619
C34278,U2168,IP8246,A6123,A6123,D7014,826.656,T13,S2,P2097,BIN312
C34279,U20697,IP846,A1436,A1436,D8582,77.114,T105,S3,P979,BIN204
C34280,U18131,IP7973,A3389,A3389,D786,942.803,T51,S2,P270,BIN396
C34281,U6282,IP7859,A1044,A1044,D5873,329.624,T43,S1,P1176,BIN560
C34282,U22931,IP8068,A5444,A5444,D2931,601.455,T159,S2,P3394,BIN441
C34283,U21823,IP5919,A3928,A3928,D1989,556.645,T62,S2,P1632,BIN515
C34284,U20034,IP9333,A8491,A8491,D3729,655.386,T47,S2,P4987,BIN903
C34285,U9933,IP1901,A8718,A8718,D3992,583.58,T82,S2,P2611,BIN204
C34286,U19855,IP2722,A4647,A2389,D8568,502.329,T172,S3,P3609,BIN802
C34287,U19875,IP5621,A1687,A1687,D1065,300.981,T147,S1,P2831,BIN897
C34288,U8914,IP6691,A439,A439,D8194,511.164,T29,S1,P4930,BIN297
C34289,U12913,IP4338,A8534,A2637,D339,757.467,T111,S1,P1135,BIN717
C34290,U18420,IP4019,A9239,A9239,D3742,803.128,T85,S1,P216,BIN328
C34291,U4554,IP7166,A210,A210,D3883,793.521,T125,S3,P3690,BIN660
C34292,U23611,IP3483,A6900,A1113,D5606,372.209,T73,S2,P305,BIN42
C34293,U7056,IP6805,A4745,A396,D951,78.947,T170,S3,P652,BIN224
C34294,U18042,IP4451,A5586,A6205,D9739,414.241,T170,S1,P2003,BIN518
C34295,U21892,IP8962,A9118,A9118,D1325,647.432,T84,S3,P4720,BIN154
C34296,U573,IP832,A5854,A5854,D2228,266.838,T132,S1,P93,BIN691
C34297,U1868,IP5436,A9050,A9050,D8340,237.669,T50,S3,P1165,BIN928
C34298,U20619,IP4760,A7308,A7308,D5311,330.126,T138,S2,P1448,BIN75
C34299,U23789,IP8324,A9668,A9668,D9452,140.084,T24,S3,P183,BIN762
C34300,U14538,IP2036,A2285,A2285,D160,944.378,T199,S2,P3014,BIN222
C34301,U24524,IP2223,A4683,A4683,D2801,6.089,T130,S2,P2613,BIN949
C34302,U11009,IP8478,A8725,A8725,D3726,979.56,T153,S2,P174,BIN992
